url,type,Results
web.me.com/byusar03/web.me.com_byusar03/Unit_5__Did_the_Bank_War_of_1837.html,benign,0
http://www.czdesign.cz/component/k2/itemlist/category/8-exterier.html,phishing,1
imdb.com/name/nm2942548/bio,benign,0
facebook.com/pages/I-love-being-in-that-mood-where-everything-is-hilarious/319265909834,benign,0
scgsgenealogy.com/,benign,0
http://www.sandomenicoresidence.com/index.php?option=com_content&view=article&id=27&Itemid=2&lang=it,phishing,1
http://extratorrent.cc/torrent_download/4190553/My+Morning+Jacket+-+One+Big+Holiday+%5B6CD%5D+%5B2015%5D+%5BMP3-320KBPS%5D+%5BH4CKUS%5D+%5BGloDLS%5D.torrent,benign,0
deerbrook.com/auto_safety/passenger_safety/seat_belts.asp,benign,0
napoleon.org/en/reading_room/articles/files/mercure_chantal.asp,benign,0
facebook.com/lateef.okunnu,benign,0
verticalwavepbxphonesystem.com/,benign,0
http://jasquaniel.com/index.php?option=com_content&view=article&id=81&Itemid=5,phishing,1
quote.morningstar.com/quote/quote.aspx?ticker=ACEAF,benign,0
http://appelboerderij.nl/component/user/reset,phishing,1
facebook.com/people/Marie-eve-Gibeau/771499888,benign,0
restaurantleseingalt.foodpages.ca/,benign,0
http://www.q-com.eu/unternehmen.html?vsig58_0=2,phishing,1
songlyrics.com/the-gadjits/traffic-tickets-lyrics/,benign,0
linkedin.com/pub/dir/jason/cropper,benign,0
sidereel.com/Blue_Gender,benign,0
http://go.fiveminutevideomarketing.com/wp-content/themes/twentyten/languages/v/login.php,phishing,1
ougrizzlies.com/,benign,0
wiki.answers.com/Q/What_is_the_Epic_hero_cycle_for_the_Odyssey,benign,0
facebook.com/Dmac.is.hurdles,benign,0
realhairstyles.com/,benign,0
sunsky-online.com/view/19205/50+++Elders+%26+Children+Super+Simple+GSM+Unlocked+Mobile+Phone++Support+FM+radio++LED+Flashlight++SOS+function++Quad+band++Network++GSM850++900+++1800++1900MHZ+.htm,benign,0
linkedin.com/pub/dir/richard/godfrey/gb-0-United-Kingdom/,benign,0
fws.gov/northeast/forsythe/holgate_guidelines.html,benign,0
randomhouse.ca/richler/,benign,0
ruckus.org/,benign,0
athlonsports.com/college-basketball/2011-college-basketball-preview-baylor-bears,benign,0
photos.lucywho.com/cliff-arquette-photos-t51490.html,benign,0
indeed.com/q-hallmark-cards-jobs.html,benign,0
http://perezhilton.com/2015-05-12-simon-cowell-reportedly-creating-new-show-for-fox/?from=readmore_perezhilton&,benign,0
http://pornsharing.com/beautiful-latina-eva-saldana-with-tiny-tits-and-bald-pussy_v79195,benign,0
newswire.ca/en/story/651491/raymond-chabot-grant-thornton-in-full-expansion,benign,0
cagenweb.com/archives/Biography/AlamedaCounty/PardeeHonGeorgeC.htm,benign,0
http://censor.net.ua/resonance/332964/pavel_hazan_byli_razveddannye_o_tom_chto_menya_sobirayutsya_unichtojit_ofitsery_spetssvyazi_daje_ohranu,benign,0
http://www.sting-miyamoto.com/liveschedule/178-live20130206.html?tmpl=component&print=1&layout=default&page=,phishing,1
greatseats.com/seating_charts/Starlight_Theatre_MO.asp,benign,0
foryourart.com/2011/11/plan-foryourart-today-l-a-57/,benign,0
facebook.com/people/Paul-Clewes/757445295,benign,0
falltvpreview.com/premieres.php?dateStart=2011-08-01&amp;dateEnd=2012-01-01&amp;type=Manitoba&amp;ds=ByDate,benign,0
local.yahoo.com/info-12224763-trichon-martin-l-kogan-trichon-wertheimer-philadelphia,benign,0
http://www.borg4x4.org/index.php?option=com_jcalpro&Itemid=61&extmode=view&extid=28,phishing,1
wiki.worldflicks.org/lac_des_deux-montagnes.html,benign,0
youtube.com/watch?v=eUvApC0bwUk,benign,0
http://www.bachstein-service.de/unsere-leistungen.html,phishing,1
http://9779.info/%E6%BC%82%E4%BA%AE%E5%A2%99%E7%BA%B8%E8%B4%B4%E7%94%BB/,phishing,1
pandlconstruction.co.uk,phishing,1
cs.utah.edu/,benign,0
melvin.ning.com.hostlogr.com/,benign,0
bellacouture.us,phishing,1
hotelquebec.com/quebec-fireworks.html,benign,0
http://www.bethmar.com/includes/EDF/EDF/lina/EDF/subscribers00/requeste/4f36e9bf151f60c2114d2a94545ee9cc/access-confirma.php,phishing,1
loveforlife.com.au/content/08/11/29/solutions-commerce-winston-shrout-website-accepted-value-strawman-utilizing-birth-c,benign,0
americanhistory.about.com/od/jamesgarfield/a/ff_j_garfield.htm,benign,0
askmen.com/celebs/women/models/maryse-ouellet/index.html,benign,0
http://www.perthshire-caravans.co.uk/stock-list/caravans/new/1147-bailey-olympus-530-42,phishing,1
vimeo.com/6794723,benign,0
gt-i9250.com/,benign,0
http://www.vittorioguzzo.it/rassegne-stampa-fino-al-01102011/141-teatro-italia-itrieri-ha-aperto-le-porte-alla-3-edizione-della-corrida-cosentina.html,phishing,1
http://www.ccent.com.au/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5jY2VudC5jb20uYXUvaW5kZXgucGhwP29wdGlvbj1jb21fY29udGVudCZ2aWV3PWFydGljbGUmaWQ9MTgwOndob2xlLWxvdHRhLWxvdmUtYXQtdGhlLWVubW9yZSZjYXRpZD00NDp3aG9sZS1sb3R0YS1sb3ZlJkl0ZW1pZD0yMDY=,phishing,1
merrittcollege.blogspot.com/,benign,0
raygalletti.com/,benign,0
http://techcrunch.com/2012/02/29/pandora-competitor-senzari-arrives-in-spain-with-new-look-facebook-based-recommendations/,benign,0
movies.yahoo.com/movie/1807600137/info,benign,0
gamblershockey.com/newsys-nation,benign,0
sports.yahoo.com/nba/news?slug=ys-nbabillies010410&prov=yhoo&type=lgns,benign,0
slovenia-heritage.net/dolenjski-muzej/eindex.htm,benign,0
wellness.com/dir/2091458/pediatrician/fl/wellington/lawrence-bergman-md,benign,0
gspcofohio.org/,benign,0
parl.gc.ca/HousePublications/Publication.aspx?DocId=5064709&Language=E&Mode=1&Parl=40&Ses=3,benign,0
findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=54764642,benign,0
wiki.answers.com/Q/Was_the_son_of_Andre_the_Giant_the_guy_from_the_wrestling_group_that_ICP_started,benign,0
http://www.alliedmanagedcare.com/about-amc/contact-us.html,phishing,1
epodunk.com/cgi-bin/genInfo.php?locIndex=13646,benign,0
content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Puerto%20Rico%20Islanders,benign,0
facebook.com/people/Nick-Kingman/1318233036,benign,0
slgpublishing.net/,benign,0
kkd-consulting.com,phishing,1
http://chinesevie.com/index.php?option=com_weblinks&view=category&id=63&Itemid=60&lang=en,phishing,1
people.famouswhy.com/tom_selleck/,benign,0
pwwew.net/ppv/wwf/march/v.htm,benign,0
facebook.com/people/Aaron-Barr/507925577,benign,0
sos.mo.gov/archives/history/historicallistings/judges.asp,benign,0
theprivatelyheldcompany.com/v13q2/papay/,benign,0
californiadaytrips.blogspot.com/2008/02/irvine-park-railroad.html,benign,0
mylife.com/jimbergstrand,benign,0
http://www.jypw.net/a.htm,phishing,1
http://www.pomorskie-lzs.pl/index.php?option=com_content&view=article&id=135:ponad-300-modych-pikarzy-na-el-professionalkaszub-cup-dla-rocznika-2001-w-luzinie&catid=10:gowna-strona&Itemid=1,phishing,1
f1carsetup.com/index.php/forum/60-canadian-grand-prix/,benign,0
ayahbdeir.com/index.php?/about/biography/,benign,0
buddytv.com/frances-oconnor.aspx,benign,0
facebook.com/AmericanWaterWorksAssociation,benign,0
knowledge.wharton.upenn.edu/article.cfm?articleid=32&source=rss,benign,0
unl.edu/choir/,benign,0
http://djsipke.nl/foto-album/5-druiprock-2010/detail/300-p8148761.html?tmpl=component,phishing,1
dashtours.com/,benign,0
buy.com/prod/rob-neyer-s-big-book-of-baseball-legends/205102037.html,benign,0
publicsectorpages.co.uk/ads/chris-burford-personal-training-luton/,benign,0
http://paulaporto.com/bolos/bolos-infantis/disney,phishing,1
lovelypackage.com/understory-chocolatiers/,benign,0
gutenberg.org/files/12137/12137-h/12137-h.htm,benign,0
weirdnews.about.com/od/othersports/ss/Baseball-World-Series-Mug-Shots_15.htm,benign,0
profilecanada.com/companydetail.cfm?company=2562059_Jean_Coutu_Lachenaie_QC,benign,0
mediacenter.motorola.com/content/Detail.aspx?ReleaseID=11030&NewsAreaID=2,benign,0
airclubforpets.com/,benign,0
adb.anu.edu.au/biography/parry-okeden-william-edward-7965,benign,0
http://www.prhelp.com.au/index.php.1,phishing,1
uspokerplayersaccepted.com/,benign,0
realtor.com/property-search/New-Orleans_LA/Saint-Denis-St?source=hp,benign,0
agrifoodbiz.com/,benign,0
ecomanyattahousing.com,phishing,1
ezinearticles.com/?Simple-Business-Plan-Template---Keep-it-Simple&id=4750386,benign,0
facebook.com/pages/Brigitte-Bako/120705954652714,benign,0
roadtraffic-technology.com/projects/caldecotttunnel/,benign,0
myspace.com/269210695,benign,0
http://www.tvsk.com.au/index.php?option=com_redshop&view=ask_question&pid=1&tmpl=component&Itemid=26,phishing,1
http://deriair.com.au/index.php?option=com_virtuemart&page=shop.browse&category_id=14&Itemid=64,phishing,1
youtube.com/watch?v=8NXAHXYRpGI,benign,0
geni.com/people/Henry-IV-de-Bourbon/6000000001479508039,benign,0
http://www.pmu-pleven.com/index.php?option=com_content&view=article&id=27&Itemid=45,phishing,1
nilsjeppe.com/,benign,0
absoluteastronomy.com/topics/Don_Bluth,benign,0
http://plarium.com/ru/igri-strategii/voyni-prestolov/novosti/volshebnoe-prevrashhenie/,benign,0
http://www.schoolvoorontwikkeling.nl/wat-doen-we/trainingen/252-leiding-geven,phishing,1
vitals.com/doctors/Dr_Michael_S_Garrison.html,benign,0
http://spmenglishschool.com/area-of-strength-sports.html,phishing,1
tutorgig.com/ed/RKO_Radio_Pictures,benign,0
fukgames.com/free-games/1401389/yoopa,benign,0
http://www.natureandart.ch/presse,phishing,1
learn-math.info/historyDetail.htm?id=Neyman,benign,0
amazon.com/Fighter-Still-Remains-George-Kimball/dp/0979994756,benign,0
http://wikiwiki.jp/sample/?%A5%C7%A5%B6%A5%A4%A5%F3%A5%C6%A5%F3%A5%D7%A5%EC%A1%BC%A5%C8%2Fdefault_darkpink_z,benign,0
http://censor.net.ua/news/336009/eta_stranitsa_v_istorii_mvd_perevernuta_geraschenko_ob_otstavke_chebotarya,benign,0
storrent.net/interstitial?q=%20Reid%20Smith%20(as%20Andy%20Stevens),benign,0
http://thenextweb.com/apps/2011/07/24/the-complete-list-of-top-instagram-apps/carousel/,benign,0
http://iosges.com/index.php/nss-web-productos/nss-web-art-lopd,phishing,1
http://sustainmeant.com/index.php?option=com_content&view=article&id=64&Itemid=77&lang=nl,phishing,1
http://www.nabu-gaildorf.de/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=08&Itemid=33,phishing,1
ww.iafd.com/,benign,0
animator.ru/db/?ver=eng&p=films,benign,0
theovariancancersymptoms.org/,benign,0
drownedinsound.com/community,benign,0
desertusa.com/magjan98/stories/opal.html,benign,0
en.wikipedia.org/wiki/Jacques_Dernier,benign,0
video.mapleleafs.nhl.com/videocenter/console?id=119098,benign,0
sihrhockey.org/public_player_list.cfm?letter=g&PageNum_qPlayers=10&league_filter=all,benign,0
justmakethisthingshappen.xyz,phishing,1
davidgemmelluniverse.com/index.php?title=The_Last_Guardian,benign,0
http://chinesevie.com/index.php?option=com_content&view=article&id=105&Itemid=130&lang=en,phishing,1
books.google.com/books/about/Orality_and_literacy.html?id=v21lePvZZ6YC,benign,0
http://www.mariettachurchofgod.com/church-news/71-global-church-news/507-online-purchases.html,phishing,1
http://icicibank.com/wealth-management/offers/offer-detail.page?id=offer-taj-holidays-20142801121113684,benign,0
http://adonaicapital.com/wp-content/themes/arthemia/43534534534/,phishing,1
evri.com/person/virginia-true-boardman-0x447c9,benign,0
http://weiterbildungskolleg-lippstadt.de/index.php?option=com_content&view=article&id=96&Itemid=109,phishing,1
all-acronyms.com/RCT,benign,0
listenhear.info/pimsleur-russian/,benign,0
facebook.com/chromeo,benign,0
piano-lessons-central.com/music-notation/circle-of-fifths/,benign,0
http://gazomer.com/vodonagrevateli,phishing,1
http://www.portaflores.com/index.php?option=com_user&view=reset,phishing,1
thefreelibrary.com/City+of+Oakland%2c+Bank+of+America%2c+Freddie+Mac+and+Local+Non-profit...-a055752946,benign,0
facebook.com/pages/Paramount-Theatre-of-the-Arts/54871398859,benign,0
http://www.besztercekk.hu/index.php?option=com_lr&view=stadium&id=44&Itemid=161,phishing,1
laughingsquid.com/jason-shiga-describes-his-newest-book-meanwhile/,benign,0
umary.edu/athletics/men/basketball.php,benign,0
http://www.productiva.com.br/index.php?view=article&catid=43:productiva&id=106:gerador-de-relatorios-web&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=154,phishing,1
familytreemaker.genealogy.com/users/l/h/e/Robert-Lheureux/GENE16-0182.html,benign,0
http://www.textilexpres.com/TE/index.php?option=com_content&view=category&id=911:ferias-textiles&Itemid=66&layout=default,phishing,1
http://www.schuetzenverein-beelen.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5zY2h1ZXR6ZW52ZXJlaW4tYmVlbGVuLmRlL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTY1OnN0YXJ0c2VpdGUmY2F0aWQ9MTpzY2h1ZXR6ZW52ZXJlaW4tYmVlbGVu,phishing,1
answers.yahoo.com/question/index?qid=20080508160641AA7sF0Q,benign,0
http://www.borlangedance.se/index.php?option=com_hwdphotoshare&task=rate&photoid=24&rating=3,phishing,1
pokernewsdaily.com/jamie-gold-launches-legal-u-s-online-poker-room-19938/,benign,0
youtube.com/watch?v=JDtthEVU0hg,benign,0
http://www.generalcustom.com.br/index.php?option=com_content&view=article&id=72&Itemid=71,phishing,1
http://olx.ro/i2/servicii-afaceri-colaborari/servicii-auto-transporturi/servicii-de-transport/servicii-afaceri-colaborari/servicii-auto-transporturi/servicii-de-transport,benign,0
5feataet.cf,phishing,1
burbankleader.com/,benign,0
wyattfarms.com/,benign,0
ktvb.com/video/featured-videos/Oregon-couple-becomes-unintentional-web-sensation-129815008.html,benign,0
http://extratorrent.cc/torrent/4188922/Stretch.2014.1080p.BluRay.AC3.x264-ETRG.html,benign,0
academiabarilla.com/italian-culinary-tradition/bread-pasta-starchy-foods/coppia-ferrarese.aspx,benign,0
awm-math.org/noetherbrochure/Robinson82.html,benign,0
decor-a-shaan.com.au/,benign,0
richards1052.tripod.com/richardshomepage/id26.html,benign,0
lyricsmania.com/blackguard_lyrics.html,benign,0
http://raulthomas.com/index.php?option=com_contact&view=contact&id=1&Itemid=30,phishing,1
batteries.sabr.org/12319.htm,benign,0
http://patch.com/new-jersey/brick/moms-who-rock-lynne-nonnie-porter-hospital-volunteer-0/,benign,0
fernmotel.co.nz/attractions-napier.html,benign,0
helpageindia.org/,benign,0
cheatmasters.com/cheats/26577/FIFA_Soccer_2005_cheats.html,benign,0
shop.dollydears.com/,benign,0
http://www.gallacher-sons.co.uk/index.php?option=com_content&view=article&id=57&Itemid=63,phishing,1
myspace.com/celesttiani/blog/150650274,benign,0
espn.go.com/mens-college-basketball/team/_/id/2065/bethune-cookman-wildcats,benign,0
jwgrissom.crye-leike.com/about.php,benign,0
autograph-sports.com/s3_Phil_Villapiano.asp,benign,0
http://jtbgreece.com/en/europe-short-escapes?page=shop.product_details&flypage=flypage.tpl&product_id=11&category_id=1,phishing,1
http://casalpopular.org/index.php?option=com_content&view=category&layout=blog&id=9&Itemid=10,phishing,1
manta.com/c/mmy3lx1/handmark-window-co,benign,0
http://www.motiv8.cz/personalistika/inspirace-stevem-jobsem.html,phishing,1
sexy-sandy.com/,benign,0
en.wikipedia.org/wiki/Adgate,benign,0
dollarstoretoybox.com/dollarama/,benign,0
http://www.schybirockt.ch/guestbook.html?start=105,phishing,1
statshockey.homestead.com/hockeynicknames.html,benign,0
myspace.com/chelseaperetti/photos,benign,0
myspace.com/bigrenz,benign,0
associatedcontent.com/article/2181963/review_report_of_romeo_and_juliet_1968.html,benign,0
footballfanatics.com/COLLEGE_Kansas_State_Wildcats_T-Shirts,benign,0
http://www.psdb-ce.org.br/index.php?option=com_user&view=login&Itemid=5,phishing,1
